,Mean Relative CATE Error (percentage),Method,#Covariates
862,15.114682773008388,Causal Forest,512
863,14.24596124844855,Causal Forest,512
864,15.06236164546208,Causal Forest,512
865,14.376506053383476,Causal Forest,512
866,14.783885001288724,Causal Forest,512
867,14.751530273484919,Causal Forest,512
868,14.34955094218346,Causal Forest,512
869,14.828062067206957,Causal Forest,512
870,14.221005830279518,Causal Forest,512
871,14.535283671197702,Causal Forest,512
872,14.767204802962677,Causal Forest,512
873,14.61669255842293,Causal Forest,512
874,14.623061883004365,Causal Forest,512
875,14.852306427381023,Causal Forest,512
876,14.625223384354438,Causal Forest,512
877,14.539283170948964,Causal Forest,512
878,14.608425525081026,Causal Forest,512
879,14.72359489302597,Causal Forest,512
880,14.84355594765315,Causal Forest,512
881,15.008635043089434,Causal Forest,512
882,14.82761697439258,Causal Forest,512
883,14.903481317265083,Causal Forest,512
884,14.613099815181487,Causal Forest,512
885,14.830361676824934,Causal Forest,512
886,14.853962111405522,Causal Forest,512
887,14.741138199736541,Causal Forest,512
888,14.727852661050422,Causal Forest,512
889,15.09515527621991,Causal Forest,512
890,14.42309321669036,Causal Forest,512
891,14.780431706484706,Causal Forest,512
892,14.861346752931444,Causal Forest,512
893,14.635491340350052,Causal Forest,512
894,14.93788381656919,Causal Forest,512
895,15.278877934472948,Causal Forest,512
896,15.103159425483653,Causal Forest,512
897,15.10762663628173,Causal Forest,512
898,14.791953930759169,Causal Forest,512
899,14.67241402134258,Causal Forest,512
900,404.35694242758393,Propensity Score,2
901,1574.641151114497,Propensity Score,2
902,1826.611913065717,Propensity Score,2
903,871.1002943778283,Propensity Score,2
904,1171.6596728174577,Propensity Score,2
905,848.2814381568631,Propensity Score,2
906,26.60179893476925,Propensity Score,2
907,2010.7976817985736,Propensity Score,2
908,157.29214721551,Propensity Score,2
909,1102.3615977492,Propensity Score,2
910,175.06768073397166,Propensity Score,2
911,1851.498680177616,Propensity Score,2
912,241.8886948691586,Propensity Score,2
913,760.7342278662841,Propensity Score,2
914,268.49280465372385,Propensity Score,2
915,1105.9999727657523,Propensity Score,2
916,970.5555684661899,Propensity Score,2
917,624.8702169240966,Propensity Score,2
918,510.79075856580926,Propensity Score,2
919,850.4922465621229,Propensity Score,2
920,224.33928443264836,Propensity Score,2
921,1320.1772490502346,Propensity Score,2
922,1020.8754364175696,Propensity Score,2
923,1994.5753928649756,Propensity Score,2
924,1515.3507639113336,Propensity Score,2
925,359.0515702446614,Propensity Score,2
926,1147.4795382112643,Propensity Score,2
927,1005.2227980241261,Propensity Score,2
928,480.4185753919096,Propensity Score,2
929,1240.7174389595325,Propensity Score,2
930,752.4224634058118,Propensity Score,2
931,842.0792807678841,Propensity Score,2
932,1047.99771540397,Propensity Score,2
933,1605.314082127641,Propensity Score,2
934,78.65655841630587,Propensity Score,2
935,306.30852244731386,Propensity Score,2
936,992.8458625293601,Propensity Score,2
937,1287.3165506386556,Propensity Score,2
938,664.0089681878534,Propensity Score,2
939,1595.3877039788972,Propensity Score,2
940,739.9058805505883,Propensity Score,2
941,521.5704671470041,Propensity Score,2
942,816.4932567523975,Propensity Score,2
943,819.9277554622346,Propensity Score,2
944,1383.4448285044816,Propensity Score,2
945,1202.7161165409714,Propensity Score,2
946,605.8717680381931,Propensity Score,2
947,1123.3015920664693,Propensity Score,2
948,1840.5094605361396,Propensity Score,2
949,155.18899303323633,Propensity Score,2
950,176.41298187350606,Propensity Score,4
951,139.70159622671315,Propensity Score,4
952,270.26251592698765,Propensity Score,4
953,696.7838182155691,Propensity Score,4
954,659.7333491199998,Propensity Score,4
955,780.2897011701652,Propensity Score,4
956,1098.492741493147,Propensity Score,4
957,323.0057139521889,Propensity Score,4
958,389.71211753459806,Propensity Score,4
959,992.1714300056042,Propensity Score,4
960,661.8099352530505,Propensity Score,4
961,768.129077060008,Propensity Score,4
962,354.94961057115023,Propensity Score,4
963,242.62530290385428,Propensity Score,4
964,811.6480418759861,Propensity Score,4
965,938.8643756521774,Propensity Score,4
966,729.0941020775183,Propensity Score,4
967,780.3796383037459,Propensity Score,4
968,686.1573417749906,Propensity Score,4
969,723.1122328550351,Propensity Score,4
970,785.7713363335231,Propensity Score,4
971,1269.7408751573153,Propensity Score,4
972,833.4916014816376,Propensity Score,4
973,941.2249233063217,Propensity Score,4
974,1100.5581340529566,Propensity Score,4
975,1144.8132416826977,Propensity Score,4
976,724.080650236203,Propensity Score,4
977,850.7015171621739,Propensity Score,4
978,748.4056090651048,Propensity Score,4
979,137.62706218031815,Propensity Score,4
980,1071.5565820455593,Propensity Score,4
981,1156.329121327183,Propensity Score,4
982,521.3190910116227,Propensity Score,4
983,476.89677381332115,Propensity Score,4
984,1235.0523773183231,Propensity Score,4
985,877.4550725248668,Propensity Score,4
986,307.6926139711713,Propensity Score,4
987,608.3057578200306,Propensity Score,4
988,121.11859960487857,Propensity Score,4
989,1059.2648045097487,Propensity Score,4
990,1172.9506598446105,Propensity Score,4
991,696.1787911368539,Propensity Score,4
992,290.86333279992857,Propensity Score,4
993,521.3094958633377,Propensity Score,4
994,264.3986512215385,Propensity Score,4
995,57.89817936363738,Propensity Score,4
996,799.4747516161648,Propensity Score,4
997,714.3298476171892,Propensity Score,4
998,1936.4758419747877,Propensity Score,4
999,580.7673404767214,Propensity Score,4
1000,406.49048458258846,Propensity Score,8
1001,554.2891166899213,Propensity Score,8
1002,421.345049103669,Propensity Score,8
1003,479.1124467095492,Propensity Score,8
1004,393.96858740383834,Propensity Score,8
1005,477.2129327617654,Propensity Score,8
1006,407.92516686078045,Propensity Score,8
1007,328.46588852234646,Propensity Score,8
1008,402.75698035822813,Propensity Score,8
1009,405.2995445138495,Propensity Score,8
1010,389.62967227049216,Propensity Score,8
1011,421.0476569541765,Propensity Score,8
1012,298.99483633417094,Propensity Score,8
1013,446.11726224869045,Propensity Score,8
1014,405.9424814788809,Propensity Score,8
1015,290.4622500423193,Propensity Score,8
1016,404.6232459912203,Propensity Score,8
1017,404.23706620336196,Propensity Score,8
1018,416.80581239939966,Propensity Score,8
1019,343.8049264328197,Propensity Score,8
1020,407.40493851652633,Propensity Score,8
1021,371.9135957628283,Propensity Score,8
1022,405.37222917895105,Propensity Score,8
1023,342.96857078604637,Propensity Score,8
1024,432.8469218573139,Propensity Score,8
1025,457.38158982722223,Propensity Score,8
1026,476.69389867859644,Propensity Score,8
1027,470.84582637127096,Propensity Score,8
1028,506.00758765579644,Propensity Score,8
1029,383.9370714696732,Propensity Score,8
1030,406.19723507577487,Propensity Score,8
1031,422.9824222524688,Propensity Score,8
1032,384.4502219145443,Propensity Score,8
1033,392.38280254716494,Propensity Score,8
1034,376.2839597809375,Propensity Score,8
1035,454.76504593310375,Propensity Score,8
1036,389.2827810783894,Propensity Score,8
1037,478.1033312212471,Propensity Score,8
1038,396.09265496098544,Propensity Score,8
1039,417.91445378895736,Propensity Score,8
1040,406.76169620306445,Propensity Score,8
1041,510.99789184022427,Propensity Score,8
1042,422.5515142012863,Propensity Score,8
1043,480.6833357384818,Propensity Score,8
1044,320.73673479308604,Propensity Score,8
1045,437.89206245629316,Propensity Score,8
1046,475.1197075226663,Propensity Score,8
1047,415.408958712277,Propensity Score,8
1048,378.3683243281197,Propensity Score,8
1049,344.5584685820327,Propensity Score,8
1050,98.79047228278473,Propensity Score,32
1051,107.31149297593053,Propensity Score,32
1052,94.02020926491352,Propensity Score,32
1053,100.17865439230701,Propensity Score,32
1054,93.98669721029103,Propensity Score,32
1055,94.9443145259793,Propensity Score,32
1056,108.64902423015684,Propensity Score,32
1057,91.36877586113108,Propensity Score,32
1058,97.29367419496612,Propensity Score,32
1059,97.63899170018497,Propensity Score,32
1060,97.86893297615265,Propensity Score,32
1061,92.45596689629296,Propensity Score,32
1062,93.5083018476983,Propensity Score,32
1063,98.68759138323894,Propensity Score,32
1064,93.83083855225675,Propensity Score,32
1065,99.59584009940284,Propensity Score,32
1066,101.7236906720828,Propensity Score,32
1067,95.90095614142479,Propensity Score,32
1068,100.19143429873333,Propensity Score,32
1069,100.47794543373699,Propensity Score,32
1070,95.15948482920629,Propensity Score,32
1071,105.51098643169539,Propensity Score,32
1072,102.63378524134328,Propensity Score,32
1073,105.77155820780845,Propensity Score,32
1074,112.43089744420658,Propensity Score,32
1075,94.23167353705917,Propensity Score,32
1076,102.80631063102335,Propensity Score,32
1077,94.37122599697021,Propensity Score,32
1078,97.81035603193035,Propensity Score,32
1079,88.12961955860797,Propensity Score,32
1080,98.79506447100422,Propensity Score,32
1081,99.13327886263241,Propensity Score,32
1082,96.31326937445101,Propensity Score,32
1083,112.17494699194575,Propensity Score,32
1084,98.06006771870764,Propensity Score,32
1085,97.75162943589164,Propensity Score,32
1086,91.90780147742146,Propensity Score,32
1087,109.33465222517482,Propensity Score,32
1088,99.07138485756683,Propensity Score,32
1089,99.36646413599563,Propensity Score,32
1090,100.39423292271697,Propensity Score,32
1091,92.5428962506873,Propensity Score,32
1092,98.40774404838523,Propensity Score,32
1093,84.07506599862546,Propensity Score,32
1094,91.68895535308586,Propensity Score,32
1095,89.65573548522848,Propensity Score,32
1096,110.18938415391634,Propensity Score,32
1097,97.1092786391167,Propensity Score,32
1098,90.47799197797183,Propensity Score,32
1099,89.79517684074378,Propensity Score,32
1100,29.029903366954105,Propensity Score,256
1101,30.6118241470247,Propensity Score,256
1102,31.014178051544857,Propensity Score,256
1103,29.7503891587554,Propensity Score,256
1104,29.78672895989776,Propensity Score,256
1105,30.2692106274124,Propensity Score,256
1106,30.223654662312995,Propensity Score,256
1107,29.50286548436873,Propensity Score,256
1108,29.748186079239556,Propensity Score,256
1109,29.00248081578014,Propensity Score,256
1110,28.735403280865395,Propensity Score,256
1111,30.26597249045016,Propensity Score,256
1112,29.71382041742858,Propensity Score,256
1113,29.13664950211919,Propensity Score,256
1114,30.18613329343423,Propensity Score,256
1115,29.00300989565339,Propensity Score,256
1116,29.31082976760068,Propensity Score,256
1117,29.49943945641802,Propensity Score,256
1118,28.41317346772816,Propensity Score,256
1119,29.157026616771848,Propensity Score,256
1120,29.626833019130142,Propensity Score,256
1121,27.94684940153236,Propensity Score,256
1122,29.68911908212661,Propensity Score,256
1123,29.612598793543505,Propensity Score,256
1124,29.12662336418328,Propensity Score,256
1125,28.847981522110235,Propensity Score,256
1126,27.872842260537347,Propensity Score,256
1127,28.24110671926674,Propensity Score,256
1128,29.80689927502264,Propensity Score,256
1129,27.710809179886848,Propensity Score,256
1130,30.701176742893935,Propensity Score,256
1131,29.65871588694534,Propensity Score,256
1132,29.903086880330097,Propensity Score,256
1133,29.51603788714643,Propensity Score,256
1134,29.413654756685446,Propensity Score,256
1135,29.297014456169133,Propensity Score,256
1136,30.93164507302641,Propensity Score,256
1137,29.81706197549527,Propensity Score,256
1138,29.87962175335927,Propensity Score,256
1139,29.142310086620142,Propensity Score,256
1140,28.879240311389992,Propensity Score,256
1141,28.861199888110797,Propensity Score,256
1142,28.859244907611618,Propensity Score,256
1143,29.401948668917576,Propensity Score,256
1144,30.21905149288872,Propensity Score,256
1145,28.304600919536746,Propensity Score,256
1146,29.974066357316932,Propensity Score,256
1147,28.402607194302572,Propensity Score,256
1148,31.084932842358388,Propensity Score,256
1149,28.19688531097971,Propensity Score,256
1150,20.989087310271405,Propensity Score,512
1151,22.065222466203302,Propensity Score,512
1152,21.555150952996364,Propensity Score,512
1153,21.25157312096643,Propensity Score,512
1154,22.094174174495464,Propensity Score,512
1155,20.886567306519442,Propensity Score,512
1156,21.36509447260153,Propensity Score,512
1157,21.387876461849725,Propensity Score,512
1158,21.553414115290337,Propensity Score,512
1159,21.510909091684127,Propensity Score,512
1160,20.621628208318207,Propensity Score,512
1161,21.80620511447942,Propensity Score,512
1162,21.04900431791811,Propensity Score,512
1163,21.21566444215104,Propensity Score,512
1164,21.24620610803285,Propensity Score,512
1165,21.61440877025686,Propensity Score,512
1166,21.133590152921798,Propensity Score,512
1167,21.391829238956984,Propensity Score,512
1168,21.21427802507826,Propensity Score,512
1169,20.45174427883721,Propensity Score,512
1170,21.251984283754776,Propensity Score,512
1171,21.45673224700137,Propensity Score,512
1172,21.664897626763086,Propensity Score,512
1173,21.074129828946912,Propensity Score,512
1174,21.215479428068473,Propensity Score,512
1175,21.522377318728136,Propensity Score,512
1176,21.36262712156289,Propensity Score,512
1177,21.76827900607347,Propensity Score,512
1178,20.95521776811525,Propensity Score,512
1179,20.562903478529392,Propensity Score,512
1180,21.216169877995167,Propensity Score,512
1181,21.679680305506174,Propensity Score,512
1182,21.787025264020954,Propensity Score,512
1183,21.662507045869745,Propensity Score,512
1184,21.57384363468628,Propensity Score,512
1185,21.439992319892518,Propensity Score,512
1186,21.500448669162715,Propensity Score,512
1187,21.560453641196297,Propensity Score,512
1188,21.48815027597341,Propensity Score,512
1189,21.088962658096495,Propensity Score,512
1190,21.684910769051413,Propensity Score,512
1191,21.212520806217114,Propensity Score,512
1192,20.822738509671318,Propensity Score,512
1193,21.558686619960003,Propensity Score,512
1194,21.38706153254148,Propensity Score,512
1195,21.839328437550037,Propensity Score,512
1196,21.380643323149553,Propensity Score,512
1197,20.96909126941312,Propensity Score,512
1198,21.00702556848472,Propensity Score,512
1199,20.707311322943085,Propensity Score,512
1200,146.5674886992618,Prognostic Score,2
1201,93.90635704274402,Prognostic Score,2
1202,150.37033576482918,Prognostic Score,2
1203,62.99649364101005,Prognostic Score,2
1204,68.91208850666709,Prognostic Score,2
1205,86.21131317035295,Prognostic Score,2
1206,82.93168686016705,Prognostic Score,2
1207,162.80254073903745,Prognostic Score,2
1208,50.126638023916655,Prognostic Score,2
1209,65.11951771068199,Prognostic Score,2
1210,109.20254086242393,Prognostic Score,2
1211,147.93308189944977,Prognostic Score,2
1212,90.50161020882182,Prognostic Score,2
1213,92.7705632809791,Prognostic Score,2
1214,177.7094196852589,Prognostic Score,2
1215,167.81467958488852,Prognostic Score,2
1216,154.27657317939313,Prognostic Score,2
1217,5.901965879868712,Prognostic Score,2
1218,131.87455039096582,Prognostic Score,2
1219,181.6661313523714,Prognostic Score,2
1220,68.08182499100133,Prognostic Score,2
1221,161.00719533540362,Prognostic Score,2
1222,115.41519779994945,Prognostic Score,2
1223,145.93192469297387,Prognostic Score,2
1224,83.47287504640789,Prognostic Score,2
1225,4.801787300348636,Prognostic Score,2
1226,99.16258318877352,Prognostic Score,2
1227,122.01299411108536,Prognostic Score,2
1228,155.15179717192626,Prognostic Score,2
1229,69.97878027946987,Prognostic Score,2
1230,95.90253978976726,Prognostic Score,2
1231,89.99929527581193,Prognostic Score,2
1232,134.96800919253363,Prognostic Score,2
1233,185.56078395465371,Prognostic Score,2
1234,150.67941795697197,Prognostic Score,2
1235,7.44353514641405,Prognostic Score,2
1236,154.64228265687177,Prognostic Score,2
1237,81.82089607328562,Prognostic Score,2
1238,8.685644735831858,Prognostic Score,2
1239,117.61122361482387,Prognostic Score,2
1240,43.75161681387671,Prognostic Score,2
1241,142.20401418389966,Prognostic Score,2
1242,121.13857216880518,Prognostic Score,2
1243,67.63207957218827,Prognostic Score,2
1244,23.884602371604146,Prognostic Score,2
1245,180.6691045007973,Prognostic Score,2
1246,118.86032873867686,Prognostic Score,2
1247,106.4629949885105,Prognostic Score,2
1248,81.36824255361007,Prognostic Score,2
1249,30.788949612415664,Prognostic Score,2
1250,112.19894729823216,Prognostic Score,4
1251,102.05639031800955,Prognostic Score,4
1252,162.09851663748682,Prognostic Score,4
1253,250.7143174958825,Prognostic Score,4
1254,151.7338865487129,Prognostic Score,4
1255,229.2065131843367,Prognostic Score,4
1256,50.889486175819954,Prognostic Score,4
1257,105.92645415500459,Prognostic Score,4
1258,67.65973593033667,Prognostic Score,4
1259,120.47140114732835,Prognostic Score,4
1260,124.18990703251109,Prognostic Score,4
1261,53.362016390883454,Prognostic Score,4
1262,55.50564450141778,Prognostic Score,4
1263,168.36774432009372,Prognostic Score,4
1264,170.89570477383728,Prognostic Score,4
1265,81.06986712979965,Prognostic Score,4
1266,130.31507192309192,Prognostic Score,4
1267,165.16436931458242,Prognostic Score,4
1268,134.04715829230554,Prognostic Score,4
1269,122.04319850727214,Prognostic Score,4
1270,140.61941608058905,Prognostic Score,4
1271,178.8409205690439,Prognostic Score,4
1272,162.67588744761392,Prognostic Score,4
1273,56.328639656429665,Prognostic Score,4
1274,195.65622108493108,Prognostic Score,4
1275,38.221555929609934,Prognostic Score,4
1276,175.1370211275116,Prognostic Score,4
1277,80.6495482844816,Prognostic Score,4
1278,91.38113063420222,Prognostic Score,4
1279,131.3037447091682,Prognostic Score,4
1280,123.82281864248299,Prognostic Score,4
1281,103.1619847941217,Prognostic Score,4
1282,215.2704301257602,Prognostic Score,4
1283,131.09465592190125,Prognostic Score,4
1284,164.9591061003806,Prognostic Score,4
1285,98.93227279926167,Prognostic Score,4
1286,115.72504676329845,Prognostic Score,4
1287,144.89070708931504,Prognostic Score,4
1288,92.53864243616162,Prognostic Score,4
1289,149.52472970021338,Prognostic Score,4
1290,109.66762405884259,Prognostic Score,4
1291,101.23490344084563,Prognostic Score,4
1292,127.0782025259075,Prognostic Score,4
1293,122.63714222350852,Prognostic Score,4
1294,30.99612161553469,Prognostic Score,4
1295,168.257123197003,Prognostic Score,4
1296,154.80303267746427,Prognostic Score,4
1297,41.41301954805418,Prognostic Score,4
1298,101.63486157845189,Prognostic Score,4
1299,141.37771991864113,Prognostic Score,4
1300,105.75342196284787,Prognostic Score,8
1301,112.4416659751273,Prognostic Score,8
1302,122.81395131522804,Prognostic Score,8
1303,114.04012913920093,Prognostic Score,8
1304,114.9362000186801,Prognostic Score,8
1305,123.52861113464184,Prognostic Score,8
1306,79.519009672871,Prognostic Score,8
1307,100.2125354204279,Prognostic Score,8
1308,111.96616264276228,Prognostic Score,8
1309,86.13068180316833,Prognostic Score,8
1310,104.66563073647276,Prognostic Score,8
1311,127.66339236697536,Prognostic Score,8
1312,80.94559043916217,Prognostic Score,8
1313,95.34208656684788,Prognostic Score,8
1314,73.93232690766649,Prognostic Score,8
1315,91.58830072561531,Prognostic Score,8
1316,109.31644838060753,Prognostic Score,8
1317,94.91429751976824,Prognostic Score,8
1318,75.49024566873022,Prognostic Score,8
1319,79.33876633943939,Prognostic Score,8
1320,108.64778250047054,Prognostic Score,8
1321,98.34545495926739,Prognostic Score,8
1322,132.3468624334704,Prognostic Score,8
1323,131.71142572104063,Prognostic Score,8
1324,107.50435496492321,Prognostic Score,8
1325,83.36338713554768,Prognostic Score,8
1326,108.65453375669466,Prognostic Score,8
1327,91.57226274652551,Prognostic Score,8
1328,96.67827968139277,Prognostic Score,8
1329,132.9287407764311,Prognostic Score,8
1330,98.270802312937,Prognostic Score,8
1331,97.65938987960826,Prognostic Score,8
1332,98.02299041825648,Prognostic Score,8
1333,117.9249888799936,Prognostic Score,8
1334,93.95368824680095,Prognostic Score,8
1335,111.03286944350064,Prognostic Score,8
1336,90.87497618963148,Prognostic Score,8
1337,83.45408599821405,Prognostic Score,8
1338,92.68033809091249,Prognostic Score,8
1339,130.2690439424753,Prognostic Score,8
1340,78.55170056903876,Prognostic Score,8
1341,92.25299600803348,Prognostic Score,8
1342,98.44212802809702,Prognostic Score,8
1343,100.78721141933764,Prognostic Score,8
1344,92.68084453128019,Prognostic Score,8
1345,89.29842266564262,Prognostic Score,8
1346,108.90867554523072,Prognostic Score,8
1347,93.12987228893162,Prognostic Score,8
1348,119.52269253709778,Prognostic Score,8
1349,118.20178601830654,Prognostic Score,8
1350,36.875946936812994,Prognostic Score,32
1351,37.64888641434738,Prognostic Score,32
1352,32.88310335974743,Prognostic Score,32
1353,41.10664358397821,Prognostic Score,32
1354,36.933534800292655,Prognostic Score,32
1355,35.46533460797266,Prognostic Score,32
1356,38.85694036101214,Prognostic Score,32
1357,35.31439980899082,Prognostic Score,32
1358,41.02402983865531,Prognostic Score,32
1359,36.077447360425495,Prognostic Score,32
1360,36.01606632923739,Prognostic Score,32
1361,34.69092249736571,Prognostic Score,32
1362,32.65004411518645,Prognostic Score,32
1363,39.62261471685063,Prognostic Score,32
1364,36.248901222310664,Prognostic Score,32
1365,28.766670064074102,Prognostic Score,32
1366,41.808173557484395,Prognostic Score,32
1367,35.35146980396669,Prognostic Score,32
1368,35.85604454722785,Prognostic Score,32
1369,35.962866136445214,Prognostic Score,32
1370,35.35372009131372,Prognostic Score,32
1371,39.78103049861319,Prognostic Score,32
1372,42.117929307292556,Prognostic Score,32
1373,36.36123498891952,Prognostic Score,32
1374,36.47410174828549,Prognostic Score,32
1375,30.839884318555107,Prognostic Score,32
1376,35.25225880928082,Prognostic Score,32
1377,42.20684568920031,Prognostic Score,32
1378,36.56664469291747,Prognostic Score,32
1379,38.31977775969863,Prognostic Score,32
1380,29.8017049038478,Prognostic Score,32
1381,44.17325654109137,Prognostic Score,32
1382,36.19986540925795,Prognostic Score,32
1383,30.144271878618028,Prognostic Score,32
1384,41.98107862019447,Prognostic Score,32
1385,42.434183321625994,Prognostic Score,32
1386,31.545379862252766,Prognostic Score,32
1387,33.185339751779324,Prognostic Score,32
1388,36.11896593911468,Prognostic Score,32
1389,36.41238762331598,Prognostic Score,32
1390,38.81938175900629,Prognostic Score,32
1391,34.3863863549133,Prognostic Score,32
1392,32.8066891635203,Prognostic Score,32
1393,26.64002792457422,Prognostic Score,32
1394,33.32248490522519,Prognostic Score,32
1395,31.411207764993456,Prognostic Score,32
1396,43.85680710663175,Prognostic Score,32
1397,35.77386390983308,Prognostic Score,32
1398,37.96665380006366,Prognostic Score,32
1399,42.89236008301567,Prognostic Score,32
1400,12.772191308511275,Prognostic Score,256
1401,11.856461530050883,Prognostic Score,256
1402,11.42267255203614,Prognostic Score,256
1403,11.354633901849342,Prognostic Score,256
1404,11.6196475784078,Prognostic Score,256
1405,12.2212910645254,Prognostic Score,256
1406,11.720433494507883,Prognostic Score,256
1407,11.514988458217768,Prognostic Score,256
1408,12.060440204033226,Prognostic Score,256
1409,11.906523530270297,Prognostic Score,256
1410,12.540943060542977,Prognostic Score,256
1411,12.363725540690952,Prognostic Score,256
1412,11.44467336215481,Prognostic Score,256
1413,11.929192586612704,Prognostic Score,256
1414,12.196366155924233,Prognostic Score,256
1415,12.087899606349911,Prognostic Score,256
1416,12.003456775965383,Prognostic Score,256
1417,11.244670704876262,Prognostic Score,256
1418,12.573663818214753,Prognostic Score,256
1419,11.946958512714243,Prognostic Score,256
1420,13.315227318975278,Prognostic Score,256
1421,12.473479698167756,Prognostic Score,256
1422,11.610931272497458,Prognostic Score,256
1423,12.212692792102398,Prognostic Score,256
1424,11.322005065107682,Prognostic Score,256
1425,12.697403557910112,Prognostic Score,256
1426,11.828048373148377,Prognostic Score,256
1427,11.991224516018882,Prognostic Score,256
1428,12.464621581160445,Prognostic Score,256
1429,11.828157190264404,Prognostic Score,256
1430,12.272111211229527,Prognostic Score,256
1431,11.74240021976228,Prognostic Score,256
1432,12.301306258043468,Prognostic Score,256
1433,11.674510495053614,Prognostic Score,256
1434,11.68407566772975,Prognostic Score,256
1435,11.594582710415608,Prognostic Score,256
1436,12.278867020673559,Prognostic Score,256
1437,11.129877698981955,Prognostic Score,256
1438,11.675592652796782,Prognostic Score,256
1439,12.424367928325333,Prognostic Score,256
1440,11.863504834333467,Prognostic Score,256
1441,10.786809387161465,Prognostic Score,256
1442,11.674601419871719,Prognostic Score,256
1443,11.041985004822669,Prognostic Score,256
1444,11.448248981064221,Prognostic Score,256
1445,10.936580100485552,Prognostic Score,256
1446,11.651933625415545,Prognostic Score,256
1447,11.471307765175805,Prognostic Score,256
1448,11.61873941541462,Prognostic Score,256
1449,12.675283013801366,Prognostic Score,256
1450,7.142598471535912,Prognostic Score,512
1451,8.04043066807785,Prognostic Score,512
1452,8.791994275644548,Prognostic Score,512
1453,8.991621151995073,Prognostic Score,512
1454,9.120177024387063,Prognostic Score,512
1455,7.532702376677597,Prognostic Score,512
1456,8.610179802593018,Prognostic Score,512
1457,8.58764940507551,Prognostic Score,512
1458,9.059904836027627,Prognostic Score,512
1459,8.479623016006586,Prognostic Score,512
1460,8.537986427202354,Prognostic Score,512
1461,8.557962527163445,Prognostic Score,512
1462,8.948498988550401,Prognostic Score,512
1463,9.141043157053293,Prognostic Score,512
1464,8.634960809871446,Prognostic Score,512
1465,8.148365543196032,Prognostic Score,512
1466,7.772518111643162,Prognostic Score,512
1467,8.845647565712616,Prognostic Score,512
1468,8.961149491428516,Prognostic Score,512
1469,7.994851274773614,Prognostic Score,512
1470,8.420254840423944,Prognostic Score,512
1471,8.711541602909362,Prognostic Score,512
1472,8.865097431562575,Prognostic Score,512
1473,7.887818045139167,Prognostic Score,512
1474,7.744433512897414,Prognostic Score,512
1475,8.102672519742926,Prognostic Score,512
1476,8.280946217708452,Prognostic Score,512
1477,8.991213670461896,Prognostic Score,512
1478,8.854374682417328,Prognostic Score,512
1479,7.4831764548368085,Prognostic Score,512
1480,8.297625503343472,Prognostic Score,512
1481,8.613641424193645,Prognostic Score,512
1482,8.47169322122417,Prognostic Score,512
1483,8.188738874143903,Prognostic Score,512
1484,8.789689866737865,Prognostic Score,512
1485,8.589189452530192,Prognostic Score,512
1486,8.829598814658393,Prognostic Score,512
1487,8.155389980236095,Prognostic Score,512
1488,8.629505542955519,Prognostic Score,512
1489,8.725671711516933,Prognostic Score,512
1490,8.4867078582659,Prognostic Score,512
1491,8.599822331638991,Prognostic Score,512
1492,8.086617048625566,Prognostic Score,512
1493,8.810613387993191,Prognostic Score,512
1494,8.36101481142644,Prognostic Score,512
1495,8.500269588299942,Prognostic Score,512
1496,8.244937875541638,Prognostic Score,512
1497,8.47189578694461,Prognostic Score,512
1498,9.236555561758937,Prognostic Score,512
1499,8.912544697318411,Prognostic Score,512
