,Mean Relative CATE Error (percentage),Method,#Covariates
655,95.97162308975135,Causal Forest,4
656,40.257966390115975,Causal Forest,4
657,74.74671606051929,Causal Forest,4
658,84.74952326480202,Causal Forest,4
659,77.87271565366574,Causal Forest,4
660,66.26130481976455,Causal Forest,4
661,132.7290542072712,Causal Forest,4
662,73.88559541612926,Causal Forest,4
663,78.5548626336189,Causal Forest,4
664,60.06792323403337,Causal Forest,4
665,85.43115712744381,Causal Forest,4
666,92.9600826839138,Causal Forest,4
667,73.02369244665181,Causal Forest,4
668,93.49040064952557,Causal Forest,4
669,93.11173684816164,Causal Forest,4
670,95.84235382866967,Causal Forest,4
671,76.2583388939739,Causal Forest,4
672,57.837435661479745,Causal Forest,4
673,110.30921097040587,Causal Forest,4
674,83.50983081253148,Causal Forest,4
675,85.2064572656321,Causal Forest,4
676,104.22205736437134,Causal Forest,4
677,52.18111705550904,Causal Forest,4
678,68.89164989739709,Causal Forest,4
679,76.84024938645251,Causal Forest,4
680,101.34680519314537,Causal Forest,4
681,61.2350595787002,Causal Forest,4
682,98.96884769017912,Causal Forest,4
683,83.15470325270891,Causal Forest,4
684,79.95572466202961,Causal Forest,4
685,61.96658370133312,Causal Forest,4
686,86.72442469983923,Causal Forest,4
687,87.1089591450306,Causal Forest,4
688,104.44904493767183,Causal Forest,4
689,87.5542334824064,Causal Forest,4
690,99.40867645924861,Causal Forest,4
691,90.33431541025679,Causal Forest,4
692,78.74961085209779,Causal Forest,4
693,54.55858267429736,Causal Forest,4
694,81.94013043957727,Causal Forest,4
695,73.04307542978188,Causal Forest,4
696,90.12120899367281,Causal Forest,4
697,83.70326002596452,Causal Forest,4
698,77.16189972798583,Causal Forest,4
699,109.79515861787685,Causal Forest,4
700,97.72322523866417,Causal Forest,8
701,98.03282033249906,Causal Forest,8
702,97.33652505158008,Causal Forest,8
703,81.69459749443745,Causal Forest,8
704,100.59732083370425,Causal Forest,8
705,86.85597850828884,Causal Forest,8
706,83.66869649709407,Causal Forest,8
707,83.30369716364028,Causal Forest,8
708,91.5516632642726,Causal Forest,8
709,91.72786649322498,Causal Forest,8
710,91.02593859705229,Causal Forest,8
711,87.23066662693046,Causal Forest,8
712,92.42355344991336,Causal Forest,8
713,79.16155266105922,Causal Forest,8
714,82.73121466575078,Causal Forest,8
715,87.18809347640624,Causal Forest,8
716,86.76597258513958,Causal Forest,8
717,101.07714636442299,Causal Forest,8
718,79.02544775616485,Causal Forest,8
719,83.3873563136178,Causal Forest,8
720,84.67036743754007,Causal Forest,8
721,92.57056469888695,Causal Forest,8
722,90.25168877488298,Causal Forest,8
723,94.27509148463534,Causal Forest,8
724,81.50750973041622,Causal Forest,8
725,87.4631918958288,Causal Forest,8
726,103.5543287398256,Causal Forest,8
727,91.67996158310639,Causal Forest,8
728,78.73556081888277,Causal Forest,8
729,82.3987769873232,Causal Forest,8
730,97.40267479419495,Causal Forest,8
731,82.90319988725227,Causal Forest,8
732,88.76115834814178,Causal Forest,8
733,79.6533593986667,Causal Forest,8
734,89.93660817520858,Causal Forest,8
735,79.93183624456184,Causal Forest,8
736,89.40192307518112,Causal Forest,8
737,93.19331942759295,Causal Forest,8
738,97.69711870778303,Causal Forest,8
739,92.3333165629545,Causal Forest,8
740,85.29082497077975,Causal Forest,8
741,82.54835210786655,Causal Forest,8
742,90.4211915964827,Causal Forest,8
743,91.60846399376497,Causal Forest,8
744,93.9819231472785,Causal Forest,8
745,91.1966074911912,Causal Forest,8
746,88.15390981444351,Causal Forest,8
747,80.8636826360918,Causal Forest,8
748,98.0511210992484,Causal Forest,8
749,101.2896461099835,Causal Forest,8
750,55.69828887345762,Causal Forest,32
751,56.189357329124654,Causal Forest,32
752,55.38452860580409,Causal Forest,32
753,55.20832348155025,Causal Forest,32
754,55.00870626674942,Causal Forest,32
755,55.94406452969413,Causal Forest,32
756,55.64587220326093,Causal Forest,32
757,55.272590667038145,Causal Forest,32
758,53.59265132353849,Causal Forest,32
759,56.68131360889903,Causal Forest,32
760,55.0914071784732,Causal Forest,32
761,54.835762797423094,Causal Forest,32
762,53.956211969639995,Causal Forest,32
763,56.185569102670826,Causal Forest,32
764,57.21137978357778,Causal Forest,32
765,57.58690303602981,Causal Forest,32
766,55.15624322481275,Causal Forest,32
767,53.01898154107158,Causal Forest,32
768,54.55511313129771,Causal Forest,32
769,55.59767005765227,Causal Forest,32
770,56.5629623637679,Causal Forest,32
771,55.85922033185931,Causal Forest,32
772,55.89300128898684,Causal Forest,32
773,55.58670756776555,Causal Forest,32
774,57.329609394911614,Causal Forest,32
775,57.33333367384242,Causal Forest,32
776,56.710545984784446,Causal Forest,32
777,52.54583218063774,Causal Forest,32
778,54.3121288230387,Causal Forest,32
779,56.33681905965949,Causal Forest,32
780,52.04156057440795,Causal Forest,32
781,57.55813264714639,Causal Forest,32
782,57.15779081383659,Causal Forest,32
783,55.90461968315564,Causal Forest,32
784,55.01011968681057,Causal Forest,32
785,55.37341010918163,Causal Forest,32
786,55.91298727229667,Causal Forest,32
787,54.26012980594968,Causal Forest,32
788,52.61788679386066,Causal Forest,32
789,56.12739823567287,Causal Forest,32
790,55.998879267455365,Causal Forest,32
791,56.19408619257902,Causal Forest,32
792,56.89902398683106,Causal Forest,32
793,52.83434179768096,Causal Forest,32
794,53.28513830958978,Causal Forest,32
795,53.43633611302508,Causal Forest,32
796,55.722602577050324,Causal Forest,32
797,56.196585704458535,Causal Forest,32
798,55.93543046066273,Causal Forest,32
799,55.83669281060568,Causal Forest,32
800,20.367582678511347,Causal Forest,256
801,21.0966722015622,Causal Forest,256
802,20.37619373087058,Causal Forest,256
803,21.027931746683763,Causal Forest,256
804,20.893522352068985,Causal Forest,256
805,20.884063488616512,Causal Forest,256
806,20.74042907126807,Causal Forest,256
807,20.967895171693655,Causal Forest,256
808,20.62635646278568,Causal Forest,256
809,20.628188533001122,Causal Forest,256
810,20.90634663538134,Causal Forest,256
811,20.54950998410967,Causal Forest,256
812,20.52926279441015,Causal Forest,256
813,20.937541528669627,Causal Forest,256
814,20.403801887176805,Causal Forest,256
815,20.99317889532216,Causal Forest,256
816,20.912754191354836,Causal Forest,256
817,20.8001998876746,Causal Forest,256
818,20.800249640820066,Causal Forest,256
819,20.922916943115947,Causal Forest,256
820,20.190252816572944,Causal Forest,256
821,20.537107969572382,Causal Forest,256
822,20.762777701961625,Causal Forest,256
823,20.379313574020824,Causal Forest,256
824,20.517879390545442,Causal Forest,256
825,20.932127510083607,Causal Forest,256
826,20.845347424086683,Causal Forest,256
827,20.784326033105774,Causal Forest,256
828,20.761482675702116,Causal Forest,256
829,20.469813912503152,Causal Forest,256
830,20.767270146648595,Causal Forest,256
831,20.262272214421813,Causal Forest,256
832,21.135508876292274,Causal Forest,256
833,20.72276416311138,Causal Forest,256
834,20.813376460640136,Causal Forest,256
835,20.914545441489768,Causal Forest,256
836,20.504027482825034,Causal Forest,256
837,21.184807370684087,Causal Forest,256
838,20.68400661305445,Causal Forest,256
839,20.621108580739268,Causal Forest,256
840,20.67006798028042,Causal Forest,256
841,20.923265246793726,Causal Forest,256
842,20.504325566810692,Causal Forest,256
843,20.417242647289402,Causal Forest,256
844,20.821448504522635,Causal Forest,256
845,20.728656867172305,Causal Forest,256
846,20.39388465344881,Causal Forest,256
847,20.649912925418672,Causal Forest,256
848,20.49837678156143,Causal Forest,256
849,20.98506624709903,Causal Forest,256
850,14.425570633958486,Causal Forest,512
851,14.79817697569331,Causal Forest,512
852,14.754107337167104,Causal Forest,512
853,14.836393831110518,Causal Forest,512
854,14.661872303593752,Causal Forest,512
855,15.515103115957096,Causal Forest,512
856,14.680880166713878,Causal Forest,512
857,14.577123383054676,Causal Forest,512
858,14.956452089433167,Causal Forest,512
859,14.573807300776522,Causal Forest,512
860,14.764013640215554,Causal Forest,512
861,15.191264656957584,Causal Forest,512
