,Method,Overlap,Overlap (Standardized Difference of Means),Relative CATE Error (percentage)
5862,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",76.79280507627058
5863,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",26.841890143205532
5864,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",231.89849108832595
5865,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",25.62442473317312
5866,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",213.8653293639739
5867,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",42.66394963103314
5868,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",79.8540596368203
5869,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",217.1590974726119
5870,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",191.0998515500684
5871,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",47.02049184471368
5872,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",18.747021481567064
5873,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",42.802971904077694
5874,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",283.8732350639193
5875,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",491.1210531057769
5876,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",59.702202660364975
5877,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",32.776131810086035
5878,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",36.605164583104376
5879,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",52.08426262134837
5880,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",282.18827018673926
5881,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",60.81033598788953
5882,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",58.244816121950095
5883,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",29.84044631553805
5884,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",15.126479701559244
5885,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",293.11080046442186
5886,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",1.88958026495696
5887,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",37.16250248099653
5888,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",93.25581558795281
5889,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",125.85033001530219
5890,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",121.25314111919295
5891,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",78.82903896892454
5892,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",36.95372653213791
5893,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",52.62794154143705
5894,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",86.53496674769043
5895,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",142.7061012497403
5896,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",148.67445776298362
5897,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",2.0321899296772186
5898,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",23.438503053729534
5899,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",38.35718629514647
5900,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",55.958150464406856
5901,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",53.60294227474939
5902,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",58.870948533679055
5903,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",105.32950906209639
5904,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",22.08314800858962
5905,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",75.76047645367457
5906,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",122.9226451395353
5907,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",38.69867834649595
5908,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",70.01807874084352
5909,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",314.55084803774326
5910,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",193.63984271631443
5911,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",52.702029444131895
5912,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",13.421520716399469
5913,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",85.10894001282831
5914,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",1.3506155703370855
5915,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",18.21020434146733
5916,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",104.83472107649237
5917,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",135.12383343888544
5918,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",56.342955305244644
5919,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",118.96752603944016
5920,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",74.7505806504582
5921,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",19.07273117759407
5922,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",38.59222238350401
5923,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",140.2086642440509
5924,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",11.777074820578012
5925,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",96.63151922649597
5926,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",34.58254525609664
5927,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",60.9546651979801
5928,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",66.19771314917841
5929,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",68.13341775388164
5930,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",108.49020712985148
5931,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",18.90411104550613
5932,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",25.60404866517351
5933,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",51.300223519938214
5934,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",203.75429642189994
5935,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",36.84891062583983
5936,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",81.47966996103484
5937,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",40.03285886832412
5938,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",122.64124760848294
5939,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",64.5046939226489
5940,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",39.19374653842097
5941,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",71.45660234338132
5942,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",7.841752364903153
5943,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",110.4352270167618
5944,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",75.25106715355703
5945,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",33.786024200060446
5946,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",17.759374251141676
5947,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",128.3881911300442
5948,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",146.56109586638317
5949,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",77.73616138424241
5950,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",56.386012059534494
5951,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",68.41718889401967
5952,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",282.27952192256504
5953,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",0.7165839953365487
5954,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",239.04893313697278
5955,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",22.55283894463117
5956,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",52.49013744232294
5957,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",34.50004619270699
5958,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",63.658017460324324
5959,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",90.98859492045767
5960,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",58.91506682260975
5961,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",1.404952236397474
5962,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",78.05272806498267
5963,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",103.54390963156783
5964,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",210.4500236453477
5965,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",124.83578029112081
5966,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",5.209262644141462
5967,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",40.564569694186424
5968,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",130.3237907416453
5969,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",103.49227842976987
5970,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",72.17831840403298
5971,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",9.812032237028218
5972,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",112.9525044010521
5973,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",29.540691182989733
5974,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",7.843845755838089
5975,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",40.28178213390719
5976,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",148.5725043365412
5977,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",58.999692984812604
5978,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",17.03703418557103
5979,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",62.17087768724331
5980,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",82.4881327887041
5981,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",130.72537050648953
5982,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",60.977157521214984
5983,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",351.52864665352604
5984,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",156.63169082486448
5985,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",150.80963303339786
5986,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",43.40716664322671
5987,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",44.61884523562914
5988,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",17.73415526519958
5989,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",208.72591912569357
5990,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",3.309252222706739
5991,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",105.87377182031376
5992,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",23.22951730599717
5993,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",22.613270539014856
5994,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",26.236656343361474
5995,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",117.41655652143876
5996,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",0.2515842291519796
5997,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",188.55552668921825
5998,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",174.3042456340186
5999,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",66.61354641612604
6000,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",37.61443890545567
6001,Prognostic Score,"0.119
 ($\epsilon_t$ = 20.00)","0.119
 ($\epsilon_t$ = 20.00)",6.516437970883315
6002,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",22.259544816400613
6003,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",17.63983351730174
6004,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",91.97425269501053
6005,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",51.17803895296642
6006,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",4.217542204768759
6007,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",64.87469778267986
6008,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",148.0977666048124
6009,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",8.016149309977873
6010,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",70.87927109811848
6011,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",1.9790471989545793
6012,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",29.420595891766872
6013,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",5.75993259817549
6014,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",6.60474128794054
6015,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",102.60564860498056
6016,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",10.329799073125749
6017,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",24.74526363378708
6018,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",35.38025077064631
6019,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",12.691028629211711
6020,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",23.055756398871043
6021,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",100.91929096311088
6022,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",6.504710576425363
6023,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",100.59411166541845
6024,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",5.284443060058085
6025,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",7.963971477096182
6026,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",36.9572860031073
6027,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",72.94431173752368
6028,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",9.700375534455915
6029,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",49.37079765198246
6030,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",14.8235230512595
6031,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",17.07353878592085
6032,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",10.014042124073718
6033,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",18.912075137837743
6034,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",59.36344564375955
6035,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",11.449750189734988
6036,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",141.7253609424064
6037,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",34.817800981287164
6038,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",1.8495922868780874
6039,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",19.220197749190888
6040,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",19.924837189503062
6041,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",4.714585854965582
6042,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",99.85504813074724
6043,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",5.558891911240733
6044,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",15.538456061217273
6045,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",27.6917237340364
6046,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",3.0186099578935255
6047,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",36.31353481205318
6048,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",57.273162685653844
6049,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",54.08517595408178
6050,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",12.680451734701592
6051,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",31.945434823143486
6052,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",61.7550045514816
6053,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",0.8911772772450088
6054,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",3.3146149549516704
6055,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",27.366122765261057
6056,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",7.049032917301565
6057,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",16.602748930144067
6058,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",13.03989718460475
6059,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",27.324144751981954
6060,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",70.6959335666248
6061,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",66.43228161691174
6062,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",60.143726966238084
6063,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",62.74796854753066
6064,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",11.046889087942843
6065,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",29.3484526576255
6066,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",21.83595079111931
6067,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",19.80189760378934
6068,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",6.381084701838978
6069,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",1.0446464220887217
6070,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",88.88400311101738
6071,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",68.09796190056093
6072,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",7.059952286199452
6073,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",22.118447004033083
6074,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",46.46455634669854
6075,MALTS,"0.181
 ($\epsilon_t$ = 7.07)","0.181
 ($\epsilon_t$ = 7.07)",15.621511810693335
