,Method,Overlap,Overlap (Standardized Difference of Means),Relative CATE Error (percentage)
22613,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",2.7558288541206957
22614,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",110.645341568336
22615,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",223.3547160109525
22616,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",492.72185418196415
22617,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22618,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",487.14863113852766
22619,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",882.1591088569834
22620,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",618.5198985725839
22621,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",271.1191915899668
22622,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",459.38906380559274
22623,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",502.2519834880956
22624,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",404.9714376532868
22625,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",210.3100972519274
22626,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",448.1107906431025
22627,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",148.4453953810809
22628,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",1058.5148475419571
22629,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",281.46806324536806
22630,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",231.34655339965767
22631,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",601.3374846289748
22632,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",151.78456022594517
22633,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",199.50049089696736
22634,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",431.6349729299696
22635,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",264.6594134237302
22636,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",800.6997797039326
22637,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",970.7223451109639
22638,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",1004.5612373733165
22639,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22640,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",33.3418324096086
22641,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",211.52730531609362
22642,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",135.46473366617744
22643,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",333.50290630450525
22644,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",367.0128269315705
22645,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",536.7933781571564
22646,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",475.2811129530098
22647,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",518.5748546065685
22648,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",346.18246965848067
22649,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",83.6052633866611
22650,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",82.32291368906348
22651,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",309.21701087177456
22652,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",99.62337924113984
22653,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",120.22920296892678
22654,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",763.6227960475377
22655,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",9.023250252751714
22656,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",555.7984913172303
22657,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22658,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",731.7696131114159
22659,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22660,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",217.10426792591147
22661,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",344.0276981713015
22662,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",427.418037224524
22663,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",168.87873690640177
22664,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",657.4558974944327
22665,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22666,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22667,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",332.5131226237731
22668,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",353.10614885747674
22669,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",78.25545445281865
22670,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",361.4323592452335
22671,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",105.3936737056782
22672,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",249.02949635301366
22673,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",563.155663595684
22674,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",58.24834176817467
22675,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",345.6860128174424
22676,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",273.63602993695076
22677,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",185.76664015688235
22678,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",127.75565422960882
22679,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22680,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",234.70356698655004
22681,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",1122.4682999540607
22682,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",16.68075434767585
22683,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22684,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",388.36289496914713
22685,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",162.24864701678212
22686,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",369.36098620236015
22687,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",790.7875628212604
22688,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",560.7648871142148
22689,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",382.6985004747654
22690,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",911.8508213795648
22691,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",518.5433937240757
22692,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",444.7491295201388
22693,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",567.8977660059088
22694,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",381.97641292035314
22695,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",201.96378764232946
22696,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",123.37534309351297
22697,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",589.5300602893927
22698,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",391.773465118138
22699,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",411.4610166883297
22700,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",350.509894444795
22701,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",334.4868148094281
22702,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",225.48191921001376
22703,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",261.49844341894794
22704,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",391.77587493585963
22705,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",697.0119882409258
22706,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",436.05677097378333
22707,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",54.75228519204266
22708,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22709,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",236.00287041469392
22710,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",159.2138411579111
22711,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",562.5750290820808
22712,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",598.7205816623115
22713,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",786.4871097550443
22714,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",7.8113622742612865
22715,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",811.1372644069128
22716,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",811.7012170542574
22717,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",610.7720057532802
22718,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",797.4929778907886
22719,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",355.94985109876063
22720,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22721,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",227.60914011216227
22722,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",106.61985655044835
22723,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22724,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",62.24168476404619
22725,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",474.25530972744303
22726,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",188.2688432563552
22727,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",237.61531103361042
22728,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",214.7252077388774
22729,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",97.28802960218678
22730,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",353.2467812372694
22731,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",778.3072125131088
22732,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",37.20689676354972
22733,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",37.929868197433656
22734,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22735,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",321.3692207374164
22736,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",5.1495426528097115
22737,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",121.61087785806386
22738,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",606.459866042327
22739,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",243.61810054109426
22740,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",361.37090537586255
22741,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",7.905096587355116
22742,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",455.0508773597915
22743,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",117.49334974120687
22744,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",312.15112118008597
22745,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",1030.2229715029346
22746,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",712.2059626947445
22747,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",837.5875961085846
22748,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",390.68949857279557
22749,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",777.609999887074
22750,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22751,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",477.63353396525036
22752,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",542.9688812473452
22753,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",170.31716981631303
22754,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22755,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",419.9936351857672
22756,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",310.8382037425304
22757,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",9.641110038963179
22758,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",81.25116778665578
22759,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",380.7821998113218
22760,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",152.26385208021844
22761,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",1185.1416199063083
22762,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",7.041561567638631
22763,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",30.57560463744684
22764,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",924.7246605734709
22765,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",327.91930847056534
22766,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",277.19906330241963
22767,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",139.64976802799882
22768,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",36.624366271207485
22769,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",326.42468871687004
22770,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",654.6495195255831
22771,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22772,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",420.79860996926624
22773,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22774,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",140.9744648642167
22775,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",6.004092567381538
22776,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",217.78698003755017
22777,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22778,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",100.83523290433516
22779,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",333.68742486735846
22780,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",679.8676091860756
22781,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",698.9305466911968
22782,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",68.97728023061583
22783,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22784,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",761.4439932953929
22785,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",526.7461499359296
22786,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",587.0910417336675
22787,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",571.5605795315288
22788,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",66.51862634052229
22789,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",235.2374647318936
22790,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",144.34525136153508
22791,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",308.9854095662991
22792,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22793,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",257.46638063388934
22794,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",448.7166245426775
22795,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",903.533819914047
22796,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",267.87484484903877
22797,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",325.45100518360294
22798,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",435.5026573758014
22799,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",279.38928391255894
22800,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",195.13206749951084
22801,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",96.52973443162605
22802,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",634.1003321623799
22803,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",933.4764213815052
22804,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",154.0377709317726
22805,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",519.1235693167151
22806,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",73.63169605144732
22807,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22808,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",318.7673184953654
22809,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",568.4683282574483
22810,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",1144.573775334484
22811,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",918.4535830134282
22812,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",695.7281681879517
22813,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",4.634040281898431
22814,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",187.67938215119807
22815,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",760.5886963792765
22816,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",70.9169011578772
22817,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",59.467844540853385
22818,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",307.6358370350503
22819,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",30.03402109550662
22820,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",432.8927217997295
22821,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",215.22411282409166
22822,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",107.43029219217692
22823,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",307.31424510467474
22824,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",24.713107907546267
22825,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",589.056154329353
22826,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",406.9370517887126
22827,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",
22828,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",285.3370572523353
22829,Propensity Score,"1.622
 ($\epsilon_t$ = 0.01)","1.622
 ($\epsilon_t$ = 0.01)",714.7513525695626
