,Mean Relative CATE Error (percentage),Method,#Units
377,48.194836867233505,BART,1024
378,46.92371128994881,BART,1024
379,47.323177355862576,BART,1024
380,51.099052797754524,BART,1024
381,49.70296213496553,BART,1024
382,47.59680010959184,BART,1024
383,54.41116970559069,BART,1024
384,52.492511076221504,BART,1024
385,45.076442433907,BART,1024
386,53.130986685119765,BART,1024
387,44.179156968685234,BART,1024
388,54.2580993198984,BART,1024
389,46.815874013295435,BART,1024
390,60.276501220557876,BART,1024
391,44.39854080849529,BART,1024
392,49.47775126347479,BART,1024
393,46.3734914988147,BART,1024
394,51.18670499847672,BART,1024
395,57.57512263168378,BART,1024
396,40.28913449372921,BART,1024
397,62.95510983593717,BART,1024
398,48.09321318914873,BART,1024
399,51.01175957018475,BART,1024
400,43.28009290837653,BART,2048
401,46.124286630762946,BART,2048
402,40.299494381561075,BART,2048
403,43.22478997922483,BART,2048
404,36.89061345882011,BART,2048
405,43.981640896807534,BART,2048
406,39.14702605684799,BART,2048
407,47.08093204746251,BART,2048
408,42.5721809738012,BART,2048
409,43.54733779999456,BART,2048
410,43.22744435517735,BART,2048
411,39.03701332298515,BART,2048
412,40.264946904484134,BART,2048
413,44.5737657941867,BART,2048
414,44.525771880365646,BART,2048
415,46.593649139311815,BART,2048
416,43.72447738028233,BART,2048
417,40.23343210198236,BART,2048
418,41.0123005274534,BART,2048
419,41.013218744744705,BART,2048
420,49.65829253691178,BART,2048
421,45.24547198735233,BART,2048
422,38.35387446397583,BART,2048
423,37.02444521848407,BART,2048
424,41.24050919021978,BART,2048
425,40.01649791666951,BART,2048
426,40.51535454755682,BART,2048
427,43.07040850282265,BART,2048
428,42.20688615282748,BART,2048
429,45.49549753523524,BART,2048
430,41.01979093480414,BART,2048
431,42.574815811578674,BART,2048
432,42.08023822139055,BART,2048
433,36.42349502531814,BART,2048
434,52.0786049811139,BART,2048
435,48.311202858132866,BART,2048
436,34.33753943970569,BART,2048
437,38.598619557782726,BART,2048
438,39.18919572860221,BART,2048
439,39.72226957467618,BART,2048
440,48.243786040711825,BART,2048
441,44.38543726175548,BART,2048
442,47.34880054978823,BART,2048
443,40.873370490936644,BART,2048
444,44.63975344046459,BART,2048
445,38.247381019402916,BART,2048
446,41.917136415755834,BART,2048
447,45.77254124685112,BART,2048
448,38.25207117541396,BART,2048
449,37.6897396757308,BART,2048
450,30.197080875896056,BART,4096
451,22.11853877993243,BART,4096
452,26.51147425473088,BART,4096
453,27.453054880961155,BART,4096
454,28.762049646122897,BART,4096
455,28.637236661895766,BART,4096
456,24.385089005276022,BART,4096
457,23.02322267723694,BART,4096
458,22.375893596609227,BART,4096
459,25.256232479662568,BART,4096
460,22.878646099991716,BART,4096
461,29.066640916180138,BART,4096
462,27.885313704724364,BART,4096
463,30.116144225250395,BART,4096
464,25.531135899198794,BART,4096
465,25.92328009302922,BART,4096
466,26.893025097729872,BART,4096
467,26.420404320762046,BART,4096
468,28.11780694800633,BART,4096
469,26.253700491051575,BART,4096
470,24.057295531482005,BART,4096
471,25.414886356336634,BART,4096
472,25.01970010694806,BART,4096
473,26.377137248420862,BART,4096
474,28.95425700810032,BART,4096
475,23.178962080287388,BART,4096
476,26.01580666948252,BART,4096
477,24.385106114020665,BART,4096
478,24.613392302610865,BART,4096
479,25.81502305867193,BART,4096
480,25.988876375938574,BART,4096
481,26.008060261151417,BART,4096
482,23.06805768942388,BART,4096
483,26.253320712145857,BART,4096
484,21.800490897246814,BART,4096
485,24.961161267591347,BART,4096
486,28.177550525200765,BART,4096
487,27.40994490464179,BART,4096
488,26.761708529109498,BART,4096
489,25.89944239006755,BART,4096
490,24.490208710900745,BART,4096
491,23.784223447420626,BART,4096
492,26.770116581850676,BART,4096
493,26.091371633727913,BART,4096
494,30.725804245572768,BART,4096
495,27.30206254711298,BART,4096
496,27.50805403358113,BART,4096
497,29.815404238021287,BART,4096
498,26.905254433379994,BART,4096
499,25.530458353332875,BART,4096
500,102.72182122607369,Causal Forest,256
501,95.9221862285167,Causal Forest,256
502,100.05425165902625,Causal Forest,256
503,105.9724915888703,Causal Forest,256
504,98.04862577240297,Causal Forest,256
505,99.71956541914264,Causal Forest,256
506,104.40783746546572,Causal Forest,256
507,102.02447442730836,Causal Forest,256
508,93.71775351871493,Causal Forest,256
509,106.97538319434835,Causal Forest,256
510,104.31362135385427,Causal Forest,256
511,110.8678336966498,Causal Forest,256
512,95.80612295363382,Causal Forest,256
513,105.77641679267848,Causal Forest,256
514,94.61518747218487,Causal Forest,256
515,113.6604606047517,Causal Forest,256
516,104.5051378020809,Causal Forest,256
517,92.66699432642066,Causal Forest,256
518,93.3038648816819,Causal Forest,256
519,107.22073112639558,Causal Forest,256
520,104.23018581422998,Causal Forest,256
521,98.02277273071418,Causal Forest,256
522,105.20304612600735,Causal Forest,256
523,103.23582983372837,Causal Forest,256
524,91.07639865276712,Causal Forest,256
525,93.66512614419872,Causal Forest,256
526,100.10984053467597,Causal Forest,256
527,103.06348446822301,Causal Forest,256
528,97.64548158880595,Causal Forest,256
529,99.39632348642704,Causal Forest,256
530,100.24656938766097,Causal Forest,256
531,101.22602100455019,Causal Forest,256
532,102.21563951555146,Causal Forest,256
533,108.45437473701341,Causal Forest,256
534,94.19671640769,Causal Forest,256
535,100.5786309884358,Causal Forest,256
536,107.26712930882735,Causal Forest,256
537,102.76287039535332,Causal Forest,256
538,102.46687748583656,Causal Forest,256
539,89.91624426093979,Causal Forest,256
540,104.15727438925708,Causal Forest,256
541,97.45144524963399,Causal Forest,256
542,100.19959765765512,Causal Forest,256
543,102.0283910489537,Causal Forest,256
544,95.94733287211282,Causal Forest,256
545,94.57026957961828,Causal Forest,256
546,107.21540384463648,Causal Forest,256
547,96.0005947242775,Causal Forest,256
548,102.49551123824095,Causal Forest,256
549,106.64175535409774,Causal Forest,256
550,92.25540417590608,Causal Forest,512
551,92.63670970732261,Causal Forest,512
552,87.28166840300362,Causal Forest,512
553,89.26090262309056,Causal Forest,512
554,94.7686307274643,Causal Forest,512
555,91.78658186375255,Causal Forest,512
556,88.85768347533902,Causal Forest,512
557,76.7173134285061,Causal Forest,512
558,85.44523619607513,Causal Forest,512
559,93.00035453218564,Causal Forest,512
560,88.0491511446035,Causal Forest,512
561,74.79831908314986,Causal Forest,512
562,89.99392284076667,Causal Forest,512
563,90.85930732216772,Causal Forest,512
564,99.84617999845675,Causal Forest,512
565,83.67170905538498,Causal Forest,512
566,87.6702957030232,Causal Forest,512
567,91.67686064208436,Causal Forest,512
568,89.81383173854952,Causal Forest,512
569,84.91611490145401,Causal Forest,512
570,83.32267600590586,Causal Forest,512
571,85.27628953798123,Causal Forest,512
572,93.98449374180343,Causal Forest,512
573,83.22981140159503,Causal Forest,512
574,90.93976021888811,Causal Forest,512
575,99.65635397138476,Causal Forest,512
576,88.71371340069376,Causal Forest,512
577,87.83502339824277,Causal Forest,512
578,101.46617525385179,Causal Forest,512
579,88.92239653449613,Causal Forest,512
580,97.76890505417745,Causal Forest,512
581,86.72379928131203,Causal Forest,512
582,88.77156492843626,Causal Forest,512
583,88.88871468889135,Causal Forest,512
584,81.50685941022292,Causal Forest,512
585,95.73355006994845,Causal Forest,512
586,99.61097885948067,Causal Forest,512
587,92.44193960874802,Causal Forest,512
588,97.06308062658549,Causal Forest,512
589,95.36269704786072,Causal Forest,512
590,97.86163856244063,Causal Forest,512
591,99.00808708815538,Causal Forest,512
592,89.1224043467623,Causal Forest,512
593,100.66230139939896,Causal Forest,512
594,84.34808262558236,Causal Forest,512
595,94.45250558266245,Causal Forest,512
596,97.34977410989129,Causal Forest,512
597,87.38798268811462,Causal Forest,512
598,94.12439250395262,Causal Forest,512
599,96.35001905073969,Causal Forest,512
600,90.51911580446685,Causal Forest,1024
601,88.35743801921942,Causal Forest,1024
602,87.97293550127388,Causal Forest,1024
603,77.80953074782391,Causal Forest,1024
604,84.99189938604904,Causal Forest,1024
605,83.77767727226153,Causal Forest,1024
606,89.43002706479352,Causal Forest,1024
607,87.21932834543871,Causal Forest,1024
608,82.38097773236657,Causal Forest,1024
609,85.34200368036511,Causal Forest,1024
610,80.9830861094406,Causal Forest,1024
611,85.95782889303489,Causal Forest,1024
612,85.99909571681114,Causal Forest,1024
613,87.21736830031726,Causal Forest,1024
614,88.86061496289497,Causal Forest,1024
615,88.96495284953382,Causal Forest,1024
616,79.0290368432194,Causal Forest,1024
617,85.19162072258553,Causal Forest,1024
618,89.40737482580143,Causal Forest,1024
619,89.74075112742041,Causal Forest,1024
620,87.12910368327918,Causal Forest,1024
621,86.62908302978848,Causal Forest,1024
622,82.20363259248025,Causal Forest,1024
623,91.97548689142504,Causal Forest,1024
624,81.80381606755506,Causal Forest,1024
625,81.07493649644118,Causal Forest,1024
626,85.7021260585648,Causal Forest,1024
627,90.48385816714473,Causal Forest,1024
628,84.7680580055928,Causal Forest,1024
629,89.26762393080338,Causal Forest,1024
630,88.28985735991662,Causal Forest,1024
631,83.8856400544011,Causal Forest,1024
632,81.99662274381316,Causal Forest,1024
633,84.93503098419134,Causal Forest,1024
634,92.29907364841877,Causal Forest,1024
635,80.47838149506865,Causal Forest,1024
636,87.77733488166167,Causal Forest,1024
637,87.9077865549674,Causal Forest,1024
638,87.78619328459551,Causal Forest,1024
639,88.68084548244629,Causal Forest,1024
640,90.61456248161983,Causal Forest,1024
641,92.18555307045129,Causal Forest,1024
642,84.72370037804673,Causal Forest,1024
643,77.58452041362597,Causal Forest,1024
644,92.74071459016804,Causal Forest,1024
645,84.3459544958865,Causal Forest,1024
646,81.2341664331865,Causal Forest,1024
647,84.78979072275321,Causal Forest,1024
648,91.11306433498049,Causal Forest,1024
649,84.25734496130586,Causal Forest,1024
650,75.55064577638848,Causal Forest,2048
651,75.82333346609748,Causal Forest,2048
652,75.08162665700618,Causal Forest,2048
653,79.27644449327113,Causal Forest,2048
654,79.71492205338753,Causal Forest,2048
655,77.36617371847929,Causal Forest,2048
656,80.0992855111159,Causal Forest,2048
657,79.96876950961313,Causal Forest,2048
658,79.51209238562603,Causal Forest,2048
659,78.3139913735518,Causal Forest,2048
660,79.30705697988212,Causal Forest,2048
661,80.33611970488357,Causal Forest,2048
662,77.70514195520664,Causal Forest,2048
663,79.41327205828927,Causal Forest,2048
664,83.5372483465779,Causal Forest,2048
665,79.69883366784966,Causal Forest,2048
666,79.78664482234615,Causal Forest,2048
667,75.79455527589502,Causal Forest,2048
668,80.93711314247396,Causal Forest,2048
669,80.3823913091985,Causal Forest,2048
670,80.91337109179891,Causal Forest,2048
671,80.00189351600673,Causal Forest,2048
672,76.89341137311807,Causal Forest,2048
673,76.08750538970064,Causal Forest,2048
674,75.04288485074512,Causal Forest,2048
675,76.86194400429976,Causal Forest,2048
676,79.11148372557201,Causal Forest,2048
677,78.0552726494002,Causal Forest,2048
678,80.0497063929389,Causal Forest,2048
679,78.59544204950635,Causal Forest,2048
680,76.66590693126066,Causal Forest,2048
681,77.94231912815299,Causal Forest,2048
682,75.75084954971936,Causal Forest,2048
683,79.07540147619373,Causal Forest,2048
684,77.22374876931585,Causal Forest,2048
685,77.11960338806502,Causal Forest,2048
686,80.76861921033692,Causal Forest,2048
687,77.23388355269573,Causal Forest,2048
688,78.40766996784009,Causal Forest,2048
689,79.1824647607771,Causal Forest,2048
690,79.17974735922692,Causal Forest,2048
691,80.23747079481711,Causal Forest,2048
692,78.13662131618894,Causal Forest,2048
693,80.72559913356713,Causal Forest,2048
694,77.49247701211364,Causal Forest,2048
695,75.88977411565757,Causal Forest,2048
696,81.33878011807134,Causal Forest,2048
697,76.64423682351335,Causal Forest,2048
698,79.43825352616899,Causal Forest,2048
699,73.1296154107091,Causal Forest,2048
700,66.08940961077363,Causal Forest,4096
701,61.27201562572844,Causal Forest,4096
702,62.134502658926216,Causal Forest,4096
703,62.87749785787321,Causal Forest,4096
704,66.46912094083407,Causal Forest,4096
705,61.3855573683926,Causal Forest,4096
706,67.48731369946098,Causal Forest,4096
707,62.27908554204648,Causal Forest,4096
708,67.53458134936422,Causal Forest,4096
709,63.1530109314821,Causal Forest,4096
710,60.96978226622949,Causal Forest,4096
711,66.95754774471047,Causal Forest,4096
712,56.85123279493884,Causal Forest,4096
713,62.390124855458815,Causal Forest,4096
714,65.76426390686487,Causal Forest,4096
715,72.52949174777078,Causal Forest,4096
716,57.69939066497085,Causal Forest,4096
717,64.0363326675793,Causal Forest,4096
718,61.24149946266687,Causal Forest,4096
719,67.15984783005456,Causal Forest,4096
720,64.36353599972992,Causal Forest,4096
721,67.52150443221471,Causal Forest,4096
722,63.86317184810746,Causal Forest,4096
723,64.87599362078012,Causal Forest,4096
724,64.17040609798828,Causal Forest,4096
725,60.68565015453945,Causal Forest,4096
726,70.54959822949351,Causal Forest,4096
727,64.06748343803298,Causal Forest,4096
728,68.06115700521312,Causal Forest,4096
729,68.21530148277282,Causal Forest,4096
730,65.38287541057122,Causal Forest,4096
731,63.980217586132184,Causal Forest,4096
732,64.78669698996964,Causal Forest,4096
733,67.41174130057742,Causal Forest,4096
734,60.50242936664604,Causal Forest,4096
735,63.195031784983584,Causal Forest,4096
736,64.65373191279043,Causal Forest,4096
737,65.96604198245997,Causal Forest,4096
738,62.93773120754301,Causal Forest,4096
739,68.72120648514283,Causal Forest,4096
740,62.49933519312776,Causal Forest,4096
741,62.469298791578495,Causal Forest,4096
742,64.09979674097919,Causal Forest,4096
743,62.15777071405349,Causal Forest,4096
744,63.8617403172783,Causal Forest,4096
745,62.49376821115945,Causal Forest,4096
746,64.70641859784453,Causal Forest,4096
747,67.84202577145498,Causal Forest,4096
748,63.48563010873732,Causal Forest,4096
749,65.88005509232539,Causal Forest,4096
750,316.9951288986389,Propensity Score,256
751,197.3720017567536,Propensity Score,256
752,236.7632360898138,Propensity Score,256
753,266.4120546353165,Propensity Score,256
754,334.7721816257621,Propensity Score,256
755,369.7154787027142,Propensity Score,256
756,312.52640914887763,Propensity Score,256
757,257.461856566459,Propensity Score,256
758,334.8558830346148,Propensity Score,256
759,242.28558240446222,Propensity Score,256
760,257.36030429603153,Propensity Score,256
761,217.9362435311051,Propensity Score,256
762,309.6841196251056,Propensity Score,256
763,343.74630566152325,Propensity Score,256
764,402.72936966396026,Propensity Score,256
765,377.21177250051926,Propensity Score,256
766,282.037287735531,Propensity Score,256
767,371.04845131118384,Propensity Score,256
768,359.82828337799344,Propensity Score,256
769,311.5659082475765,Propensity Score,256
770,260.91848347256365,Propensity Score,256
771,384.9209234032418,Propensity Score,256
772,308.92302274912936,Propensity Score,256
773,329.7780522581372,Propensity Score,256
774,313.80686784567837,Propensity Score,256
775,403.186042008239,Propensity Score,256
776,368.7597833384079,Propensity Score,256
777,316.0277302590691,Propensity Score,256
778,360.7173862953248,Propensity Score,256
779,315.5435901432761,Propensity Score,256
780,400.5653470093319,Propensity Score,256
781,275.5347120763765,Propensity Score,256
782,264.0251717410231,Propensity Score,256
783,436.70343063467595,Propensity Score,256
784,289.27936428272693,Propensity Score,256
785,336.3275741334167,Propensity Score,256
786,306.8395567363485,Propensity Score,256
787,355.08196391838396,Propensity Score,256
