,Relative CATE Error (percentage),Method,#Covariates/#Units
176,4.108247288264294,MALTS,0.015625
177,9.533837335436804,MALTS,0.015625
178,41.52333600697208,MALTS,0.015625
179,11.355923005127414,MALTS,0.015625
180,61.20690785301331,MALTS,0.015625
181,2.0337827108148256,MALTS,0.015625
182,24.839442460065676,MALTS,0.015625
183,6.258743837295571,MALTS,0.015625
184,7.618631601210865,MALTS,0.015625
185,35.11977980423167,MALTS,0.015625
186,3.736301075639134,MALTS,0.015625
187,8.85863209147217,MALTS,0.015625
188,3.2687878915700805,MALTS,0.015625
189,12.2433545344038,MALTS,0.015625
190,56.52310120059509,MALTS,0.015625
191,7.470949353362706,MALTS,0.015625
192,46.79985941222937,MALTS,0.015625
193,1.6020425004420766,MALTS,0.015625
194,14.822755931169041,MALTS,0.015625
195,14.074747463958309,MALTS,0.015625
196,22.427127465590416,MALTS,0.015625
197,31.00599618026803,MALTS,0.015625
198,19.15139569654957,MALTS,0.015625
199,19.7932867511356,MALTS,0.015625
200,4.976303957877658,MALTS,0.015625
201,15.372415638648306,MALTS,0.015625
202,5.028804875978246,MALTS,0.015625
203,14.761877050308541,MALTS,0.015625
204,7.642713560511101,MALTS,0.015625
205,0.48142715675421105,MALTS,0.015625
206,15.06409384907631,MALTS,0.015625
207,25.605358507785336,MALTS,0.015625
208,5.33624558408685,MALTS,0.015625
209,13.245764254492446,MALTS,0.015625
210,49.850248416463096,MALTS,0.015625
211,8.548481896899666,MALTS,0.015625
212,14.456398452431351,MALTS,0.015625
213,21.463464877977472,MALTS,0.015625
214,9.289874672711962,MALTS,0.015625
215,2.4100129832710127,MALTS,0.015625
216,59.60795903511909,MALTS,0.015625
217,8.060420777262978,MALTS,0.015625
218,49.05011426305187,MALTS,0.015625
219,6.909213364491866,MALTS,0.015625
220,11.251713758468414,MALTS,0.015625
221,20.548332907783767,MALTS,0.015625
222,30.15940089686588,MALTS,0.015625
223,1.340249871077048,MALTS,0.015625
224,2.270406975730189,MALTS,0.015625
225,5.867540223523188,MALTS,0.015625
226,2.3290472584831305,MALTS,0.015625
227,16.07432691487986,MALTS,0.015625
228,12.411419496926833,MALTS,0.015625
229,15.596337454512737,MALTS,0.015625
230,9.914507301278693,MALTS,0.015625
231,21.58574309373228,MALTS,0.015625
232,8.245076675674305,MALTS,0.015625
233,8.459610667153168,MALTS,0.015625
234,10.414849286973224,MALTS,0.015625
235,10.49145813473523,MALTS,0.015625
236,12.688364104881789,MALTS,0.015625
237,18.57340279376151,MALTS,0.015625
238,2.552062227224533,MALTS,0.015625
239,33.914484875289055,MALTS,0.015625
240,10.591836158016962,MALTS,0.015625
241,31.06089627408062,MALTS,0.015625
242,1.9218512860124584,MALTS,0.015625
243,11.150394753734796,MALTS,0.015625
244,39.89328180783928,MALTS,0.015625
245,14.950811486626373,MALTS,0.015625
246,8.431696365782525,MALTS,0.015625
247,9.335888204322613,MALTS,0.015625
248,1.3389895266257403,MALTS,0.015625
249,12.881847591087789,MALTS,0.015625
250,54.49588631757547,MALTS,0.015625
251,13.328284661441685,MALTS,0.015625
252,30.87429124133149,MALTS,0.015625
253,19.032738419604982,MALTS,0.015625
254,81.03657450725349,MALTS,0.015625
255,4.732211973474612,MALTS,0.015625
256,31.745697054311574,MALTS,0.015625
257,18.992857773039184,MALTS,0.015625
258,15.387860671658842,MALTS,0.015625
259,20.09905042271675,MALTS,0.015625
260,7.117229933935906,MALTS,0.015625
261,13.410855805102836,MALTS,0.015625
262,0.8161557267263562,MALTS,0.015625
263,70.46542877650937,MALTS,0.015625
264,42.708198181821935,MALTS,0.015625
265,5.53211298326012,MALTS,0.015625
266,3.9258996640143122,MALTS,0.015625
267,19.270258213319128,MALTS,0.015625
268,11.509489102697582,MALTS,0.015625
269,37.612008891573176,MALTS,0.015625
270,23.937887423337756,MALTS,0.015625
271,52.540248529468194,MALTS,0.015625
272,34.18577945768266,MALTS,0.015625
273,25.079451061388852,MALTS,0.015625
274,7.331904922552393,MALTS,0.015625
275,9.83993647853333,MALTS,0.015625
276,6.0480981934086735,MALTS,0.015625
277,3.5720552495877453,MALTS,0.015625
278,7.868835254103971,MALTS,0.015625
279,34.57167432520829,MALTS,0.015625
280,48.13591726144348,MALTS,0.015625
281,27.210816451196436,MALTS,0.015625
282,21.236230604018807,MALTS,0.015625
283,10.34148860196534,MALTS,0.015625
284,38.870582440273125,MALTS,0.015625
285,4.8333502726566495,MALTS,0.015625
286,31.242461823971112,MALTS,0.015625
287,25.542995738063833,MALTS,0.015625
288,1.4173373766413355,MALTS,0.015625
289,30.260725058875543,MALTS,0.015625
290,17.967437126811188,MALTS,0.015625
291,21.994916752630388,MALTS,0.015625
292,9.842087338779383,MALTS,0.015625
293,46.39135402215264,MALTS,0.015625
294,28.33848885006784,MALTS,0.015625
295,26.165071378950643,MALTS,0.015625
296,18.965719851391,MALTS,0.015625
297,29.765956937308875,MALTS,0.015625
298,3.2728393874270347,MALTS,0.015625
299,5.651135581882059,MALTS,0.015625
300,11.760913298552092,MALTS,0.015625
301,18.68927582223175,MALTS,0.015625
302,18.52650357939863,MALTS,0.015625
303,8.78997077317324,MALTS,0.015625
304,7.215085130877423,MALTS,0.015625
305,7.656530700293357,MALTS,0.015625
306,21.737511148120138,MALTS,0.015625
307,8.097122388182608,MALTS,0.015625
308,11.503338097674842,MALTS,0.015625
309,23.00296328121281,MALTS,0.015625
310,7.601507176065522,MALTS,0.015625
311,79.02592059717239,MALTS,0.015625
312,10.910531606839253,MALTS,0.015625
313,10.299368445603008,MALTS,0.015625
314,1.2318480956849,MALTS,0.015625
315,30.43324766734222,MALTS,0.015625
316,13.997079584508846,MALTS,0.015625
317,15.826657596925436,MALTS,0.015625
318,45.80864407768243,MALTS,0.015625
319,22.758361248032042,MALTS,0.015625
320,1.4217535350900696,MALTS,0.015625
321,6.004330980939094,MALTS,0.015625
322,3.496113980296731,MALTS,0.015625
323,53.1326678230041,MALTS,0.015625
324,16.489344739211653,MALTS,0.015625
325,20.017077567858028,MALTS,0.015625
326,12.910489649849236,MALTS,0.015625
327,24.64843923562137,MALTS,0.015625
328,12.573945726735362,MALTS,0.015625
329,12.72758548441276,MALTS,0.015625
330,6.51581566669332,MALTS,0.015625
331,7.4365252322027855,MALTS,0.015625
332,38.23196333052095,MALTS,0.015625
333,27.715090982993758,MALTS,0.015625
334,15.823237478980293,MALTS,0.015625
335,6.963449400305187,MALTS,0.015625
336,42.13529195186997,MALTS,0.015625
337,5.691961619199466,MALTS,0.015625
338,6.580006515143733,MALTS,0.015625
339,1.1327668516683123,MALTS,0.015625
340,13.76133150598566,MALTS,0.015625
341,5.340690711006083,MALTS,0.015625
342,16.922375202266004,MALTS,0.015625
343,5.436178576106722,MALTS,0.015625
344,15.580430996600164,MALTS,0.015625
345,11.453879598028792,MALTS,0.015625
346,14.332232283558795,MALTS,0.015625
347,19.352225948094457,MALTS,0.015625
348,27.183456591378917,MALTS,0.015625
349,0.28757801311607917,MALTS,0.015625
350,4.758482923208409,MALTS,0.015625
351,14.534150430898652,MALTS,0.015625
352,7.1028758854768,MALTS,0.015625
353,3.8948433695243048,MALTS,0.015625
354,15.964503159549931,MALTS,0.015625
355,14.804185274562789,MALTS,0.015625
356,16.643452113173417,MALTS,0.015625
357,18.993866254516586,MALTS,0.015625
358,11.803697362841188,MALTS,0.015625
359,21.914238974467697,MALTS,0.015625
360,12.583283658235972,MALTS,0.015625
361,87.34795309133209,MALTS,0.015625
362,6.176235552909485,MALTS,0.015625
363,49.40465656438204,MALTS,0.015625
364,25.031694828838685,MALTS,0.015625
365,7.563244119144031,MALTS,0.015625
366,3.0478636338427583,MALTS,0.015625
367,9.718445223294395,MALTS,0.015625
368,35.895996686728814,MALTS,0.015625
369,7.340420620673103,MALTS,0.015625
370,14.084405169251015,MALTS,0.015625
371,17.967586942557745,MALTS,0.015625
372,8.607806937244137,MALTS,0.015625
373,3.007965436907824,MALTS,0.015625
374,7.4909561330451,MALTS,0.015625
375,21.448252381763815,MALTS,0.015625
376,7.864680517764155,MALTS,0.015625
377,34.38374875191677,MALTS,0.015625
378,7.242621388241577,MALTS,0.015625
379,3.2892989099174645,MALTS,0.015625
380,77.97743371417499,MALTS,0.015625
381,3.8386670341556406,MALTS,0.015625
382,31.290128738202544,MALTS,0.015625
383,2.039107042591504,MALTS,0.015625
384,19.085926122122178,MALTS,0.015625
385,8.38604276922203,MALTS,0.015625
386,15.744561133307078,MALTS,0.015625
387,24.14100479814823,MALTS,0.015625
388,30.238171994039835,MALTS,0.015625
389,19.0370024353032,MALTS,0.015625
390,9.626873725901243,MALTS,0.015625
391,32.53259790802311,MALTS,0.015625
392,13.512326562638183,MALTS,0.015625
393,25.23558654210464,MALTS,0.015625
394,3.7383903442110857,MALTS,0.015625
395,10.784392489416161,MALTS,0.015625
396,14.360865185322854,MALTS,0.015625
397,1.6413753220190275,MALTS,0.015625
398,44.7203275345068,MALTS,0.015625
399,32.149423861264545,MALTS,0.015625
400,1.0849579381581371,MALTS,0.015625
401,17.13689086365682,MALTS,0.015625
402,5.011740276600606,MALTS,0.015625
403,54.11349331957748,MALTS,0.015625
404,6.23792152135863,MALTS,0.015625
405,8.779363584003166,MALTS,0.015625
406,14.048447259473129,MALTS,0.015625
407,4.812227926801743,MALTS,0.015625
408,7.624442949221866,MALTS,0.015625
409,2.4930475738646756,MALTS,0.015625
410,6.37289876217315,MALTS,0.015625
411,26.91050048120212,MALTS,0.015625
412,7.716662704310487,MALTS,0.015625
413,15.744797023563695,MALTS,0.015625
414,36.6236877701553,MALTS,0.015625
415,6.105332180997416,MALTS,0.015625
416,45.64930226535166,MALTS,0.015625
417,5.430310473467518,MALTS,0.015625
418,62.811152902358316,MALTS,0.015625
419,11.744220288441337,MALTS,0.015625
420,18.279744735148817,MALTS,0.015625
421,45.479478172657416,MALTS,0.015625
422,33.18763803057619,MALTS,0.015625
423,4.4063580187519165,MALTS,0.015625
424,5.638286600167983,MALTS,0.015625
425,15.805051325030403,MALTS,0.015625
426,19.57746004472913,MALTS,0.015625
427,24.336561916264124,MALTS,0.015625
428,8.826405388902053,MALTS,0.015625
429,11.358794558237323,MALTS,0.015625
430,2.9865473193821614,MALTS,0.015625
431,25.704448847892795,MALTS,0.015625
432,50.33030414731956,MALTS,0.015625
433,2.221179427866007,MALTS,0.015625
434,15.207380284779196,MALTS,0.015625
435,7.0147976617681005,MALTS,0.015625
436,8.756920959862065,MALTS,0.015625
437,17.602105777963622,MALTS,0.015625
438,32.27492257103171,MALTS,0.015625
439,1.3934413810715756,MALTS,0.015625
440,8.565674090382297,MALTS,0.015625
441,5.208355582192448,MALTS,0.015625
442,6.653036809072383,MALTS,0.015625
443,61.85172410694998,MALTS,0.015625
444,4.510728809156248,MALTS,0.015625
445,15.92861530333875,MALTS,0.015625
446,11.90050735702959,MALTS,0.015625
447,21.192374369551093,MALTS,0.015625
448,12.813234412072658,MALTS,0.015625
449,1.6371159446992245,MALTS,0.015625
450,6.150282143328013,MALTS,0.015625
451,17.660138582700448,MALTS,0.015625
452,17.16619844683792,MALTS,0.015625
453,11.776227914053266,MALTS,0.015625
454,0.9259468209553199,MALTS,0.015625
455,23.705871928068735,MALTS,0.015625
456,19.8155289460864,MALTS,0.015625
457,35.38081688005843,MALTS,0.015625
458,8.33253086640676,MALTS,0.015625
459,9.94724508824163,MALTS,0.015625
460,2.6511946773960906,MALTS,0.015625
461,53.94463975321686,MALTS,0.015625
462,14.90673638305381,MALTS,0.015625
463,3.6606616900399764,MALTS,0.015625
464,36.26852462137599,MALTS,0.015625
465,6.436226311904178,MALTS,0.015625
466,11.28549273197786,MALTS,0.015625
467,15.63546015978074,MALTS,0.015625
468,17.374713392166512,MALTS,0.015625
469,67.35669796233393,MALTS,0.015625
470,20.04219010823741,MALTS,0.015625
471,4.442991910754754,MALTS,0.015625
472,11.444711865323463,MALTS,0.015625
473,6.62029497609072,MALTS,0.015625
474,12.751595165295774,MALTS,0.015625
475,14.414736918523474,MALTS,0.015625
476,1.3685666693416048,MALTS,0.015625
477,26.563858600081286,MALTS,0.015625
478,5.0230567267269945,MALTS,0.015625
479,19.881541603871213,MALTS,0.015625
480,21.24605733748788,MALTS,0.015625
481,28.30248233200019,MALTS,0.015625
482,19.100193850329916,MALTS,0.015625
483,29.53810668680587,MALTS,0.015625
484,5.277257467537526,MALTS,0.015625
485,15.16902539360875,MALTS,0.015625
486,23.231682184761556,MALTS,0.015625
487,12.554951450294901,MALTS,0.015625
488,21.333662541521623,MALTS,0.015625
489,21.7538297804225,MALTS,0.015625
490,14.66886894396246,MALTS,0.015625
491,5.304276498323716,MALTS,0.015625
492,13.569919812982734,MALTS,0.015625
493,4.431452427782072,MALTS,0.015625
494,10.366433033933621,MALTS,0.015625
495,10.188392922042283,MALTS,0.015625
496,45.898413664577156,MALTS,0.015625
497,6.662191052679278,MALTS,0.015625
498,17.885843822944366,MALTS,0.015625
499,21.36716396222211,MALTS,0.015625
500,22.611129182830155,MALTS,0.015625
501,4.229529898070365,MALTS,0.015625
502,12.873768258596266,MALTS,0.015625
503,38.3525084133603,MALTS,0.015625
504,9.825588590191517,MALTS,0.015625
505,6.6243844069882405,MALTS,0.015625
506,1.731637659240891,MALTS,0.015625
507,3.7684150498767175,MALTS,0.015625
508,15.114067429079558,MALTS,0.015625
509,28.039626926017302,MALTS,0.015625
510,21.14124523674297,MALTS,0.015625
511,8.184450985202044,MALTS,0.015625
512,7.048188654189426,MALTS,0.015625
513,2.73777354456832,MALTS,0.015625
514,31.179242384381222,MALTS,0.015625
515,33.04098556524406,MALTS,0.015625
516,0.7877161034543356,MALTS,0.015625
517,19.50951376953275,MALTS,0.015625
518,6.0462524034783085,MALTS,0.015625
519,7.381992759295897,MALTS,0.015625
520,14.287464758664715,MALTS,0.015625
521,7.8302462519065195,MALTS,0.015625
522,2.403634544922069,MALTS,0.015625
523,7.485692182174784,MALTS,0.015625
524,7.870795291498808,MALTS,0.015625
525,1.0969670052857754,MALTS,0.015625
526,24.458678289865937,MALTS,0.015625
527,16.282461803053067,MALTS,0.015625
528,29.080949261514768,MALTS,0.015625
529,41.196235548014414,MALTS,0.015625
530,43.238584429169386,MALTS,0.015625
531,22.636411090036443,MALTS,0.015625
532,3.5788518362363964,MALTS,0.015625
533,24.990683844026147,MALTS,0.015625
534,5.056636872265876,MALTS,0.015625
535,8.73006834215522,MALTS,0.015625
536,44.64073140143178,MALTS,0.015625
537,13.621221880372206,MALTS,0.015625
538,4.78492967693159,MALTS,0.015625
539,3.4599047816269044,MALTS,0.015625
540,59.5751147705856,MALTS,0.015625
541,3.9185060598348183,MALTS,0.015625
542,20.473401120395266,MALTS,0.015625
543,18.391026839884717,MALTS,0.015625
544,0.3139808247760218,MALTS,0.015625
545,130.0599266796523,MALTS,0.015625
546,2.3146855101706003,MALTS,0.015625
547,29.487832186665464,MALTS,0.015625
548,57.17834177580132,MALTS,0.015625
549,3.971726005308139,MALTS,0.015625
550,3.947850556774261,MALTS,0.015625
551,12.991969954388303,MALTS,0.015625
552,58.56764490612151,MALTS,0.015625
553,14.587581479828268,MALTS,0.015625
554,4.318418297942631,MALTS,0.015625
555,6.8467915904908905,MALTS,0.015625
556,7.870297431798419,MALTS,0.015625
557,18.840582653615254,MALTS,0.015625
558,23.722526502671386,MALTS,0.015625
559,5.160494092831846,MALTS,0.015625
560,3.155665036760892,MALTS,0.015625
561,12.493977855929298,MALTS,0.015625
562,4.99790404659887,MALTS,0.015625
563,3.555603857359526,MALTS,0.015625
564,37.156077755876595,MALTS,0.015625
565,1.867971770873629,MALTS,0.015625
566,22.030550715199986,MALTS,0.015625
567,61.991677163361835,MALTS,0.015625
568,6.409557456787142,MALTS,0.015625
569,16.887039795293575,MALTS,0.015625
570,50.242779538020585,MALTS,0.015625
571,12.827611563900513,MALTS,0.015625
572,0.5754097309218814,MALTS,0.015625
573,14.946378441698066,MALTS,0.015625
574,12.461853326762053,MALTS,0.015625
575,20.0267664201802,MALTS,0.015625
576,13.357747210108187,MALTS,0.015625
577,16.359369322206497,MALTS,0.015625
578,3.0417882331870056,MALTS,0.015625
579,32.01882506371228,MALTS,0.015625
580,12.70954020905585,MALTS,0.015625
581,18.226522939127797,MALTS,0.015625
582,11.16831832020593,MALTS,0.015625
583,5.125252674937586,MALTS,0.015625
584,8.475871787396446,MALTS,0.015625
585,5.828420624803992,MALTS,0.015625
586,2.6490622894267615,MALTS,0.015625
587,22.287076908322536,MALTS,0.015625
588,31.029486818567914,MALTS,0.015625
589,14.264463737945999,MALTS,0.015625
590,7.651759974193988,MALTS,0.015625
591,22.181140363087437,MALTS,0.015625
592,16.48417596909419,MALTS,0.015625
593,7.706054222661354,MALTS,0.015625
594,37.119817105283914,MALTS,0.015625
595,48.39431996499042,MALTS,0.015625
596,4.797506942943727,MALTS,0.015625
597,69.47528612984894,MALTS,0.015625
598,7.268352827902744,MALTS,0.015625
599,8.560720510273184,MALTS,0.015625
600,25.23702163634493,MALTS,0.015625
601,72.72564924632364,MALTS,0.015625
602,2.413615200674281,MALTS,0.015625
603,24.40250021788523,MALTS,0.015625
604,10.237043951918583,MALTS,0.015625
605,4.043023318177981,MALTS,0.015625
606,24.491471639458524,MALTS,0.015625
607,4.400590294574607,MALTS,0.015625
608,1.5982614728745337,MALTS,0.015625
609,5.957951026097782,MALTS,0.015625
610,17.961869140626572,MALTS,0.015625
611,9.369136868024434,MALTS,0.015625
612,85.10977044995097,MALTS,0.015625
613,47.29501120348149,MALTS,0.015625
614,2.867600659375796,MALTS,0.015625
615,10.026434021357506,MALTS,0.015625
616,18.5952010970225,MALTS,0.015625
617,17.944194968402513,MALTS,0.015625
618,105.79905880129745,MALTS,0.015625
619,8.64924406656757,MALTS,0.015625
620,31.924789650839568,MALTS,0.015625
621,12.283252198673013,MALTS,0.015625
622,24.43181207120206,MALTS,0.015625
623,1.5216157670549852,MALTS,0.015625
624,12.558116387408377,MALTS,0.015625
625,14.05005608142242,MALTS,0.015625
626,5.13359229332376,MALTS,0.015625
627,38.92821746456446,MALTS,0.015625
628,8.56692736917212,MALTS,0.015625
629,21.57992459571805,MALTS,0.015625
630,5.896212959019427,MALTS,0.015625
631,55.94791709960572,MALTS,0.015625
632,28.11503689675315,MALTS,0.015625
633,4.136019278989322,MALTS,0.015625
634,26.40550186955583,MALTS,0.015625
635,25.534102730108998,MALTS,0.015625
636,28.992719705629828,MALTS,0.015625
637,23.371604515045778,MALTS,0.015625
638,2.509024705341826,MALTS,0.015625
639,15.695046679103944,MALTS,0.015625
640,10.981342812398802,MALTS,0.015625
641,2.4787074431168836,MALTS,0.015625
642,34.837888053441866,MALTS,0.015625
643,10.680024694091866,MALTS,0.015625
644,20.87448560468378,MALTS,0.015625
645,13.144071226666435,MALTS,0.015625
646,15.88913077857115,MALTS,0.015625
647,3.111154408599023,MALTS,0.015625
648,28.116561079538243,MALTS,0.015625
649,13.595714766658173,MALTS,0.015625
650,15.374486634838986,MALTS,0.015625
651,5.904443004698325,MALTS,0.015625
652,9.125848440792602,MALTS,0.015625
653,12.677332275092537,MALTS,0.015625
654,12.149222297290876,MALTS,0.015625
655,8.873509034921975,MALTS,0.015625
656,5.6309847691924615,MALTS,0.015625
657,17.458205356750433,MALTS,0.015625
658,16.12604568507356,MALTS,0.015625
659,6.413337571030323,MALTS,0.015625
660,15.238762686285309,MALTS,0.015625
661,20.379409800939108,MALTS,0.015625
662,14.03972362171533,MALTS,0.015625
663,38.66993091366944,MALTS,0.015625
664,39.12473817858499,MALTS,0.015625
665,24.89634656358982,MALTS,0.015625
666,39.24093258817408,MALTS,0.015625
667,12.590914520802485,MALTS,0.015625
668,25.271761219158712,MALTS,0.015625
669,22.33626659038612,MALTS,0.015625
670,29.19986029578992,MALTS,0.015625
671,8.582219895534886,MALTS,0.015625
672,3.0954078328253734,MALTS,0.015625
673,1.024453213583631,MALTS,0.015625
674,15.108864411851364,MALTS,0.015625
675,27.520022592293085,MALTS,0.015625
676,45.228879435633964,MALTS,0.015625
677,47.6825141482807,MALTS,0.015625
678,4.560933517333847,MALTS,0.015625
679,5.7720918663934135,MALTS,0.015625
680,0.1742822113960081,MALTS,0.015625
681,4.2026509655944615,MALTS,0.015625
682,24.050847341688662,MALTS,0.015625
683,29.853709332365042,MALTS,0.015625
684,35.76904401550547,MALTS,0.015625
685,20.039602800570556,MALTS,0.015625
686,68.39405818526264,MALTS,0.015625
687,22.967960312748982,MALTS,0.015625
688,11.815522775797254,MALTS,0.015625
689,16.772049918442516,MALTS,0.015625
690,16.756473925154605,MALTS,0.015625
691,13.075631490593429,MALTS,0.015625
692,18.067395282455344,MALTS,0.015625
